id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
1684,species,White-faced Ground-Sparrow,Tohi à face blanche,Passeriformes,Passerellidae,,Melozone,Melozone biarcuata,Formerly considered conspecific with Melozone cabanisi.,,,,,,
12671,species,Cabanis's Ground-Sparrow,Tohi de Cabanis,Passeriformes,Passerellidae,,Melozone,Melozone cabanisi,Formerly considered conspecific with Melozone biarcuata.,,,,,,
1700,species,Rusty Sparrow,Tohi roussâtre,Passeriformes,Passerellidae,,Aimophila,Aimophila rufescens,,,,,,,
1699,species,Rufous-crowned Sparrow,Tohi à calotte fauve,Passeriformes,Passerellidae,,Aimophila,Aimophila ruficeps,,,,,,,
2046,species,Oaxaca Sparrow,Tohi d'Oaxaca,Passeriformes,Passerellidae,,Aimophila,Aimophila notosticta,Monotypic.,,,,,,
1686,species,Green-tailed Towhee,Tohi à queue verte,Passeriformes,Passerellidae,,Pipilo,Pipilo chlorurus,Monotypic.,,,,,,
1688,species,Spotted Towhee,Tohi tacheté,Passeriformes,Passerellidae,,Pipilo,Pipilo maculatus,,,,,,,
1689,species,Eastern Towhee,Tohi à flancs roux,Passeriformes,Passerellidae,,Pipilo,Pipilo erythrophthalmus,,,,,,,
1687,species,Collared Towhee,Tohi à collier,Passeriformes,Passerellidae,,Pipilo,Pipilo ocai,,,,,,,
1678,species,Rufous-capped Brushfinch,Tohi à calotte rousse,Passeriformes,Passerellidae,,Atlapetes,Atlapetes pileatus,,,,,,,
1677,species,White-naped Brushfinch,Tohi à calotte blanche,Passeriformes,Passerellidae,,Atlapetes,Atlapetes albinucha,,,,,,,
13341,species,Yellow-thighed Brushfinch,Tohi à cuisses jaunes,Passeriformes,Passerellidae,,Atlapetes,Atlapetes tibialis,Formerly placed in the genus Pselliophorus.,,,,,,
13351,species,Yellow-green Brushfinch,Tohi jaune-vert,Passeriformes,Passerellidae,,Atlapetes,Atlapetes luteoviridis,Formerly placed in the genus Pselliophorus.,,,,,,
1943,species,Western Chat-Tanager,Konichon d'Haïti,Passeriformes,Calyptophilidae,,Calyptophilus,Calyptophilus tertius,,,,,,,
1944,species,Eastern Chat-Tanager,Konichon dominicain,Passeriformes,Calyptophilidae,,Calyptophilus,Calyptophilus frugivorus,,,,,,,
1617,species,Wrenthrush,Zélédonie couronnée,Passeriformes,Zeledoniidae,,Zeledonia,Zeledonia coronata,Monotypic.,,,,,,
1941,species,Black-crowned Palm-Tanager,Katje à couronne noire,Passeriformes,Phaenicophilidae,,Phaenicophilus,Phaenicophilus palmarum,Monotypic.,,,,,,
1942,species,Gray-crowned Palm-Tanager,Katje à couronne grise,Passeriformes,Phaenicophilidae,,Phaenicophilus,Phaenicophilus poliocephalus,,,,,,,
1621,species,White-winged Warbler,Petit Quatre-yeux,Passeriformes,Phaenicophilidae,,Xenoligea,Xenoligea montana,Monotypic.,,,,,,
1596,species,Green-tailed Warbler,Ligéa aux yeux rouges,Passeriformes,Phaenicophilidae,,Microligea,Microligea palustris,,,,,,,
2021,species,Puerto Rican Tanager,Pleureur de Porto Rico,Passeriformes,Nesospingidae,,Nesospingus,Nesospingus speculiferus,Monotypic.,,,,,,
1961,species,Western Spindalis,Zéna à tête rayée,Passeriformes,Spindalidae,,Spindalis,Spindalis zena,,,,,,,
1962,species,Jamaican Spindalis,Zéna de Jamaïque,Passeriformes,Spindalidae,,Spindalis,Spindalis nigricephala,Monotypic.,,,,,,
1963,species,Hispaniolan Spindalis,Zéna d'Hispaniola,Passeriformes,Spindalidae,,Spindalis,Spindalis dominicensis,Monotypic.,,,,,,
1964,species,Puerto Rican Spindalis,Zéna de Porto Rico,Passeriformes,Spindalidae,,Spindalis,Spindalis portoricensis,Monotypic.,,,,,,
1597,species,Yellow-headed Warbler,Chillina de Fernandina,Passeriformes,Teretistridae,,Teretistris,Teretistris fernandinae,Monotypic.,,,,,,
1598,species,Oriente Warbler,Chillina d'Oriente,Passeriformes,Teretistridae,,Teretistris,Teretistris fornsi,,,,,,,
1618,species,Yellow-breasted Chat,Ictérie polyglotte,Passeriformes,Icteriidae,,Icteria,Icteria virens,,,,,,,
1781,species,Yellow-headed Blackbird,Carouge à tête jaune,Passeriformes,Icteridae,Xanthocephalinae,Xanthocephalus,Xanthocephalus xanthocephalus,Monotypic.,,,,,,
1771,species,Bobolink,Goglu des prés,Passeriformes,Icteridae,Dolichonychinae,Dolichonyx,Dolichonyx oryzivorus,Monotypic.,,,,,,
15034,species,Chihuahuan Meadowlark,Sturnelle de Lilian,Passeriformes,Icteridae,Sturnellinae,Sturnella,Sturnella lilianae,Formerly considered conspecific with Sturnella magna.,,,,,,
1779,species,Eastern Meadowlark,Sturnelle des prés,Passeriformes,Icteridae,Sturnellinae,Sturnella,Sturnella magna,,,,,,,
1780,species,Western Meadowlark,Sturnelle de l'Ouest,Passeriformes,Icteridae,Sturnellinae,Sturnella,Sturnella neglecta,,,,,,,
12531,species,Red-breasted Meadowlark,Sturnelle militaire,Passeriformes,Icteridae,Sturnellinae,Leistes,Leistes militaris,Formerly included in the genus Sturnella.,,,,,,
1820,species,Yellow-billed Cacique,Cassique à bec jaune,Passeriformes,Icteridae,Amblycercinae,Amblycercus,Amblycercus holosericeus,Monotypic.,,,,,,
1823,species,Yellow-winged Cacique,Cassique à ailes jaunes,Passeriformes,Icteridae,Cacicinae,Cassiculus,Cassiculus melanicterus,Monotypic. Formerly placed in the genus Cacicus.,,,,,,
1824,species,Crested Oropendola,Cassique huppé,Passeriformes,Icteridae,Cacicinae,Psarocolius,Psarocolius decumanus,,,,,,,
1825,species,Chestnut-headed Oropendola,Cassique à tête brune,Passeriformes,Icteridae,Cacicinae,Psarocolius,Psarocolius wagleri,,,,,,,
1826,species,Montezuma Oropendola,Cassique de Montezuma,Passeriformes,Icteridae,Cacicinae,Psarocolius,Psarocolius montezuma,Monotypic.,,,,,,
1827,species,Black Oropendola,Cassique noir,Passeriformes,Icteridae,Cacicinae,Psarocolius,Psarocolius guatimozinus,Monotypic.,,,,,,
1821,species,Scarlet-rumped Cacique,Cassique à dos rouge,Passeriformes,Icteridae,Cacicinae,Cacicus,Cacicus uropygialis,,,,,,,
1822,species,Yellow-rumped Cacique,Cassique cul-jaune,Passeriformes,Icteridae,Cacicinae,Cacicus,Cacicus cela,,,,,,,
2068,species,Bahama Oriole,Oriole des Bahamas,Passeriformes,Icteridae,Icterinae,Icterus,Icterus northropi,Monotypic.,,,,,,
2069,species,Cuban Oriole,Oriole de Cuba,Passeriformes,Icteridae,Icterinae,Icterus,Icterus melanopsis,Monotypic.,,,,,,
1797,species,Hispaniolan Oriole,Oriole d'Hispaniola,Passeriformes,Icteridae,Icterinae,Icterus,Icterus dominicensis,Monotypic.,,,,,,
2070,species,Puerto Rican Oriole,Oriole de Porto Rico,Passeriformes,Icteridae,Icterinae,Icterus,Icterus portoricensis,Monotypic.,,,,,,
1798,species,St. Lucia Oriole,Oriole de Sainte-Lucie,Passeriformes,Icteridae,Icterinae,Icterus,Icterus laudabilis,Monotypic.,,,,,,
1799,species,Montserrat Oriole,Oriole de Montserrat,Passeriformes,Icteridae,Icterinae,Icterus,Icterus oberi,Monotypic.,,,,,,
1800,species,Martinique Oriole,Oriole de Martinique,Passeriformes,Icteridae,Icterinae,Icterus,Icterus bonana,Monotypic.,,,,,,
1801,species,Black-vented Oriole,Oriole cul-noir,Passeriformes,Icteridae,Icterinae,Icterus,Icterus wagleri,,,,,,,
1802,species,Bar-winged Oriole,Oriole unifascié,Passeriformes,Icteridae,Icterinae,Icterus,Icterus maculialatus,Monotypic.,,,,,,
1803,species,Black-cowled Oriole,Oriole monacal,Passeriformes,Icteridae,Icterinae,Icterus,Icterus prosthemelas,,,,,,,
1804,species,Orchard Oriole,Oriole des vergers,Passeriformes,Icteridae,Icterinae,Icterus,Icterus spurius,,,,,,,
1805,species,Hooded Oriole,Oriole masqué,Passeriformes,Icteridae,Icterinae,Icterus,Icterus cucullatus,,,,,,,
1806,species,Yellow-backed Oriole,Oriole noir et or,Passeriformes,Icteridae,Icterinae,Icterus,Icterus chrysater,,,,,,,
1807,species,Orange-crowned Oriole,Oriole à tête d'or,Passeriformes,Icteridae,Icterinae,Icterus,Icterus auricapillus,Monotypic.,,,,,,
1808,species,Yellow-tailed Oriole,Oriole à queue jaune,Passeriformes,Icteridae,Icterinae,Icterus,Icterus mesomelas,,,,,,,
1809,species,Venezuelan Troupial,Oriole troupiale,Passeriformes,Icteridae,Icterinae,Icterus,Icterus icterus,,,,I,,,
1810,species,Streak-backed Oriole,Oriole à dos rayé,Passeriformes,Icteridae,Icterinae,Icterus,Icterus pustulatus,,,,,,,
1811,species,Bullock's Oriole,Oriole de Bullock,Passeriformes,Icteridae,Icterinae,Icterus,Icterus bullockii,,,,,,,
1812,species,Orange Oriole,Oriole orange,Passeriformes,Icteridae,Icterinae,Icterus,Icterus auratus,Monotypic.,,,,,,
1813,species,Jamaican Oriole,Oriole de Jamaïque,Passeriformes,Icteridae,Icterinae,Icterus,Icterus leucopteryx,,,,,,,
1814,species,Spot-breasted Oriole,Oriole maculé,Passeriformes,Icteridae,Icterinae,Icterus,Icterus pectoralis,,,,,,,
1815,species,Altamira Oriole,Oriole à gros bec,Passeriformes,Icteridae,Icterinae,Icterus,Icterus gularis,,,,,,,
1816,species,Audubon's Oriole,Oriole d'Audubon,Passeriformes,Icteridae,Icterinae,Icterus,Icterus graduacauda,,,,,,,
1817,species,Baltimore Oriole,Oriole de Baltimore,Passeriformes,Icteridae,Icterinae,Icterus,Icterus galbula,Monotypic.,,,,,,
1818,species,Black-backed Oriole,Oriole d'Abeillé,Passeriformes,Icteridae,Icterinae,Icterus,Icterus abeillei,Monotypic.,,,,,,
1819,species,Scott's Oriole,Oriole jaune-verdâtre,Passeriformes,Icteridae,Icterinae,Icterus,Icterus parisorum,Monotypic.,,,,,,
1777,species,Jamaican Blackbird,Carouge de Jamaïque,Passeriformes,Icteridae,Agelaiinae,Nesopsar,Nesopsar nigerrimus,Monotypic.,,,,,,
1772,species,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius phoeniceus,,,,,,,
1773,species,Red-shouldered Blackbird,Carouge de Cuba,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius assimilis,,,,,,,
1774,species,Tricolored Blackbird,Carouge de Californie,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius tricolor,Monotypic.,,,,,,
1775,species,Tawny-shouldered Blackbird,Petit Carouge,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius humeralis,,,,,,,
1776,species,Yellow-shouldered Blackbird,Carouge de Porto Rico,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius xanthomus,,,,,,,
1793,species,Shiny Cowbird,Vacher luisant,Passeriformes,Icteridae,Agelaiinae,Molothrus,Molothrus bonariensis,,,,,,,
1794,species,Bronzed Cowbird,Vacher bronzé,Passeriformes,Icteridae,Agelaiinae,Molothrus,Molothrus aeneus,,,,,,,
1795,species,Brown-headed Cowbird,Vacher à tête brune,Passeriformes,Icteridae,Agelaiinae,Molothrus,Molothrus ater,,,,,,,
1796,species,Giant Cowbird,Vacher géant,Passeriformes,Icteridae,Agelaiinae,Molothrus,Molothrus oryzivorus,,,,,,,
1782,species,Melodious Blackbird,Quiscale chanteur,Passeriformes,Icteridae,Agelaiinae,Dives,Dives dives,Monotypic.,,,,,,
12551,species,Cuban Blackbird,Quiscale violet,Passeriformes,Icteridae,Agelaiinae,Ptiloxena,Ptiloxena atroviolacea,,,,,,,
1784,species,Rusty Blackbird,Quiscale rouilleux,Passeriformes,Icteridae,Agelaiinae,Euphagus,Euphagus carolinus,,,,,,,
1785,species,Brewer's Blackbird,Quiscale de Brewer,Passeriformes,Icteridae,Agelaiinae,Euphagus,Euphagus cyanocephalus,Monotypic.,,,,,,
1786,species,Common Grackle,Quiscale bronzé,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus quiscula,,,,,,,
1787,species,Boat-tailed Grackle,Quiscale des marais,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus major,,,,,,,
1788,species,Great-tailed Grackle,Quiscale à longue queue,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus mexicanus,,,,,,,
1789,species,Slender-billed Grackle,Quiscale de Mexico,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus palustris,Monotypic.,,,,,†,
1790,species,Nicaraguan Grackle,Quiscale du Nicaragua,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus nicaraguensis,Monotypic.,,,,,,
1791,species,Greater Antillean Grackle,Quiscale noir,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus niger,,,,,,,
1792,species,Carib Grackle,Quiscale merle,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus lugubris,,,,,,,
2067,species,Yellow-hooded Blackbird,Carouge à capuchon,Passeriformes,Icteridae,Agelaiinae,Chrysomus,Chrysomus icterocephalus,,,,,,,
1580,species,Ovenbird,Paruline couronnée,Passeriformes,Parulidae,,Seiurus,Seiurus aurocapilla,,,,,,,
1578,species,Worm-eating Warbler,Paruline vermivore,Passeriformes,Parulidae,,Helmitheros,Helmitheros vermivorum,Monotypic.,,,,,,
1582,species,Louisiana Waterthrush,Paruline hochequeue,Passeriformes,Parulidae,,Parkesia,Parkesia motacilla,Monotypic.,,,,,,
1581,species,Northern Waterthrush,Paruline des ruisseaux,Passeriformes,Parulidae,,Parkesia,Parkesia noveboracensis,Monotypic.,,,,,,
1532,species,Bachman's Warbler,Paruline de Bachman,Passeriformes,Parulidae,,Vermivora,Vermivora bachmanii,Monotypic.,,,,,†,
1534,species,Golden-winged Warbler,Paruline à ailes dorées,Passeriformes,Parulidae,,Vermivora,Vermivora chrysoptera,Monotypic.,,,,,,
1533,species,Blue-winged Warbler,Paruline à ailes bleues,Passeriformes,Parulidae,,Vermivora,Vermivora cyanoptera,Monotypic.,,,,,,
1575,species,Black-and-white Warbler,Paruline noir et blanc,Passeriformes,Parulidae,,Mniotilta,Mniotilta varia,Monotypic.,,,,,,
1577,species,Prothonotary Warbler,Paruline orangée,Passeriformes,Parulidae,,Protonotaria,Protonotaria citrea,Monotypic.,,,,,,
1579,species,Swainson's Warbler,Paruline de Swainson,Passeriformes,Parulidae,,Limnothlypis,Limnothlypis swainsonii,Monotypic.,,,,,,
1542,species,Crescent-chested Warbler,Paruline à croissant,Passeriformes,Parulidae,,Oreothlypis,Oreothlypis superciliosa,,,,,,,
1541,species,Flame-throated Warbler,Paruline embrasée,Passeriformes,Parulidae,,Oreothlypis,Oreothlypis gutturalis,Monotypic.,,,,,,
13761,species,Tennessee Warbler,Paruline obscure,Passeriformes,Parulidae,,Leiothlypis,Leiothlypis peregrina,Formerly placed in the genus Oreothlypis. Monotypic.,,,,,,
13771,species,Orange-crowned Warbler,Paruline verdâtre,Passeriformes,Parulidae,,Leiothlypis,Leiothlypis celata,Formerly placed in the genus Oreothlypis.,,,,,,
13781,species,Colima Warbler,Paruline de Colima,Passeriformes,Parulidae,,Leiothlypis,Leiothlypis crissalis,Formerly placed in the genus Oreothlypis. Monotypic.,,,,,,
13791,species,Lucy's Warbler,Paruline de Lucy,Passeriformes,Parulidae,,Leiothlypis,Leiothlypis luciae,Formerly placed in the genus Oreothlypis. Monotypic.,,,,,,
13801,species,Nashville Warbler,Paruline à joues grises,Passeriformes,Parulidae,,Leiothlypis,Leiothlypis ruficapilla,Formerly placed in the genus Oreothlypis.,,,,,,
13811,species,Virginia's Warbler,Paruline de Virginia,Passeriformes,Parulidae,,Leiothlypis,Leiothlypis virginiae,Formerly placed in the genus Oreothlypis. Monotypic.,,,,,,
1599,species,Semper's Warbler,Paruline pied-blanc,Passeriformes,Parulidae,,Leucopeza,Leucopeza semperi,Monotypic.,,,,,,
1584,species,Connecticut Warbler,Paruline à gorge grise,Passeriformes,Parulidae,,Oporornis,Oporornis agilis,Monotypic.,,,,,,
1595,species,Gray-crowned Yellowthroat,Paruline à calotte grise,Passeriformes,Parulidae,,Geothlypis,Geothlypis poliocephala,,,,,,,
1586,species,MacGillivray's Warbler,Paruline des buissons,Passeriformes,Parulidae,,Geothlypis,Geothlypis tolmiei,,,,,,,
1585,species,Mourning Warbler,Paruline triste,Passeriformes,Parulidae,,Geothlypis,Geothlypis philadelphia,Monotypic.,,,,,,
1583,species,Kentucky Warbler,Paruline du Kentucky,Passeriformes,Parulidae,,Geothlypis,Geothlypis formosa,Monotypic.,,,,,,
1591,species,Olive-crowned Yellowthroat,Paruline des bambous,Passeriformes,Parulidae,,Geothlypis,Geothlypis semiflava,,,,,,,
1592,species,Black-polled Yellowthroat,Paruline à face noire,Passeriformes,Parulidae,,Geothlypis,Geothlypis speciosa,,,,,,,
1588,species,Belding's Yellowthroat,Paruline de Belding,Passeriformes,Parulidae,,Geothlypis,Geothlypis beldingi,,,,,,,
1590,species,Bahama Yellowthroat,Paruline des Bahamas,Passeriformes,Parulidae,,Geothlypis,Geothlypis rostrata,,,,,,,
1589,species,Altamira Yellowthroat,Paruline à couronne jaune,Passeriformes,Parulidae,,Geothlypis,Geothlypis flavovelata,Monotypic.,,,,,,
1587,species,Common Yellowthroat,Paruline masquée,Passeriformes,Parulidae,,Geothlypis,Geothlypis trichas,,,,,,,
1593,species,Hooded Yellowthroat,Paruline de Nelson,Passeriformes,Parulidae,,Geothlypis,Geothlypis nelsoni,,,,,,,
1574,species,Whistling Warbler,Paruline de Saint-Vincent,Passeriformes,Parulidae,,Catharopeza,Catharopeza bishopi,Monotypic.,,,,,,
1571,species,Plumbeous Warbler,Paruline caféiette,Passeriformes,Parulidae,,Setophaga,Setophaga plumbea,Monotypic.,,,,,,
1573,species,Elfin-woods Warbler,Paruline d'Angela,Passeriformes,Parulidae,,Setophaga,Setophaga angelae,Monotypic.,,,,,,
1572,species,Arrowhead Warbler,Paruline de Jamaïque,Passeriformes,Parulidae,,Setophaga,Setophaga pharetra,Monotypic.,,,,,,
1600,species,Hooded Warbler,Paruline à capuchon,Passeriformes,Parulidae,,Setophaga,Setophaga citrina,Monotypic.,,,,,,
1576,species,American Redstart,Paruline flamboyante,Passeriformes,Parulidae,,Setophaga,Setophaga ruticilla,Monotypic.,,,,,,
1564,species,Kirtland's Warbler,Paruline de Kirtland,Passeriformes,Parulidae,,Setophaga,Setophaga kirtlandii,Monotypic.,,,,,,
1548,species,Cape May Warbler,Paruline tigrée,Passeriformes,Parulidae,,Setophaga,Setophaga tigrina,Monotypic.,,,,,,
1570,species,Cerulean Warbler,Paruline azurée,Passeriformes,Parulidae,,Setophaga,Setophaga cerulea,Monotypic.,,,,,,
1543,species,Northern Parula,Paruline à collier,Passeriformes,Parulidae,,Setophaga,Setophaga americana,Monotypic.,,,,,,
1544,species,Tropical Parula,Paruline à joues noires,Passeriformes,Parulidae,,Setophaga,Setophaga pitiayumi,,,,,,,
1547,species,Magnolia Warbler,Paruline à tête cendrée,Passeriformes,Parulidae,,Setophaga,Setophaga magnolia,Monotypic.,,,,,,
1568,species,Bay-breasted Warbler,Paruline à poitrine baie,Passeriformes,Parulidae,,Setophaga,Setophaga castanea,Monotypic.,,,,,,
1556,species,Blackburnian Warbler,Paruline à gorge orangée,Passeriformes,Parulidae,,Setophaga,Setophaga fusca,Monotypic.,,,,,,
1545,species,Yellow Warbler,Paruline jaune,Passeriformes,Parulidae,,Setophaga,Setophaga petechia,,,,,,,
1546,species,Chestnut-sided Warbler,Paruline à flancs marron,Passeriformes,Parulidae,,Setophaga,Setophaga pensylvanica,Monotypic.,,,,,,
1569,species,Blackpoll Warbler,Paruline rayée,Passeriformes,Parulidae,,Setophaga,Setophaga striata,Monotypic.,,,,,,
1549,species,Black-throated Blue Warbler,Paruline bleue,Passeriformes,Parulidae,,Setophaga,Setophaga caerulescens,,,,,,,
1567,species,Palm Warbler,Paruline à couronne rousse,Passeriformes,Parulidae,,Setophaga,Setophaga palmarum,,,,,,,
1562,species,Olive-capped Warbler,Paruline à calotte verte,Passeriformes,Parulidae,,Setophaga,Setophaga pityophila,Monotypic.,,,,,,
1563,species,Pine Warbler,Paruline des pins,Passeriformes,Parulidae,,Setophaga,Setophaga pinus,,,,,,,
1550,species,Yellow-rumped Warbler,Paruline à croupion jaune,Passeriformes,Parulidae,,Setophaga,Setophaga coronata,,,,,,,
1557,species,Yellow-throated Warbler,Paruline à gorge jaune,Passeriformes,Parulidae,,Setophaga,Setophaga dominica,,,,,,,
2076,species,Bahama Warbler,Paruline de Todd,Passeriformes,Parulidae,,Setophaga,Setophaga flavescens,,,,,,,
1566,species,Vitelline Warbler,Paruline des Caïmans,Passeriformes,Parulidae,,Setophaga,Setophaga vitellina,,,,,,,
1565,species,Prairie Warbler,Paruline des prés,Passeriformes,Parulidae,,Setophaga,Setophaga discolor,,,,,,,
1559,species,Adelaide's Warbler,Paruline d'Adélaïde,Passeriformes,Parulidae,,Setophaga,Setophaga adelaidae,Monotypic.,,,,,,
1560,species,Barbuda Warbler,Paruline de Barbuda,Passeriformes,Parulidae,,Setophaga,Setophaga subita,Monotypic.,,,,,,
1561,species,St. Lucia Warbler,Paruline de Sainte-Lucie,Passeriformes,Parulidae,,Setophaga,Setophaga delicata,Monotypic.,,,,,,
1558,species,Grace's Warbler,Paruline de Grace,Passeriformes,Parulidae,,Setophaga,Setophaga graciae,,,,,,,
1551,species,Black-throated Gray Warbler,Paruline grise,Passeriformes,Parulidae,,Setophaga,Setophaga nigrescens,,,,,,,
1554,species,Townsend's Warbler,Paruline de Townsend,Passeriformes,Parulidae,,Setophaga,Setophaga townsendi,Monotypic.,,,,,,
1555,species,Hermit Warbler,Paruline à tête jaune,Passeriformes,Parulidae,,Setophaga,Setophaga occidentalis,Monotypic.,,,,,,
1552,species,Golden-cheeked Warbler,Paruline à dos noir,Passeriformes,Parulidae,,Setophaga,Setophaga chrysoparia,Monotypic.,,,,,,
